region,control_plane_name,control_plane_id,serverless_gateway_url,auth_server_url
"us","student-14-cp","010b75e1-6873-48cf-b407-494f7c80c3c7","https://b32c399b30.us.serverless.gateways.konggateway.com","https://wwrlqk3kc5mfqzen.us.identity.konghq.com/auth"
"us","student-15-cp","b79d9abc-307f-4e2f-9b5c-5e5ddaf7f3eb","https://2777b225ce.us.serverless.gateways.konggateway.com","https://1s5k7fzuvvfm2f5q.us.identity.konghq.com/auth"
"us","student-16-cp","52d437f0-5d00-4d4a-9c68-90b43065504f","https://98b268ed25.us.serverless.gateways.konggateway.com","https://rggpdcg2tvl00xt6.us.identity.konghq.com/auth"
"us","student-17-cp","76933c25-f5de-4d84-a608-039228b0e34d","https://b70e13a272.us.serverless.gateways.konggateway.com","https://7694i4zvg8tfgrjk.us.identity.konghq.com/auth"
"us","student-18-cp","f0d50897-c913-4c0b-80f9-d31ea232ba18","https://672d6c71ba.us.serverless.gateways.konggateway.com","https://3gsrqn5elbvigm3m.us.identity.konghq.com/auth"
"us","student-19-cp","dc941117-3895-413a-be31-be91468f923a","https://ea9bb8bc57.us.serverless.gateways.konggateway.com","https://7qkt3ghgsn8gywh0.us.identity.konghq.com/auth"
"us","student-20-cp","06fcb765-f858-4ea5-bcfe-a9c483a8890e","https://c41aec9359.us.serverless.gateways.konggateway.com","https://h13z24u31w55ei7q.us.identity.konghq.com/auth"
"us","student-21-cp","cb26529d-d374-4bb6-a1f4-cccda648de63","https://752fc5a3c2.us.serverless.gateways.konggateway.com","https://rytzoj49nclvalpd.us.identity.konghq.com/auth"
"us","student-22-cp","13fe7925-b6d6-41c1-adb3-4a9ac335d4a9","https://304bba4b20.us.serverless.gateways.konggateway.com","https://vbl18pqanu5nh1a4.us.identity.konghq.com/auth"
"us","student-23-cp","31f2ae15-505a-482e-8a97-19a436ae0af2","https://77bf3fdaea.us.serverless.gateways.konggateway.com","https://ns599cd8bxr18lxp.us.identity.konghq.com/auth"
"us","student-24-cp","8148bbcb-d94c-432b-b3c2-81d383d77b31","https://ef3cdff834.us.serverless.gateways.konggateway.com","https://3tus2cm9ig989lt1.us.identity.konghq.com/auth"
"us","student-25-cp","a824fcbd-b12f-4cfa-9bb4-0236978ed72d","https://e798afc794.us.serverless.gateways.konggateway.com","https://ktxppzsgzwo2261e.us.identity.konghq.com/auth"
"us","student-26-cp","64729103-444f-4f24-ab40-48ee437c9071","https://9cbbbe2edb.us.serverless.gateways.konggateway.com","https://527n62v4yt08gjcu.us.identity.konghq.com/auth"
"us","student-27-cp","03511325-e6f3-475d-ae27-cb533705a51e","https://222d964517.us.serverless.gateways.konggateway.com","https://6cgalaueek5g2zy2.us.identity.konghq.com/auth"
"us","student-28-cp","a76e9f5e-75e3-401e-a82b-0c5bbd2d4b71","https://72e9903e8b.us.serverless.gateways.konggateway.com","https://r7xkklqen6e6zvk4.us.identity.konghq.com/auth"
"us","student-29-cp","ccb9fa61-d5c7-45d8-8652-391870222205","https://a24a0b57d9.us.serverless.gateways.konggateway.com","https://txj2tctsejgtlhqq.us.identity.konghq.com/auth"
"us","student-30-cp","bc6a9ddc-00b2-4281-acd5-f37275fdbe76","https://507bbc828a.us.serverless.gateways.konggateway.com","https://luiu0g8dxsmoo8mk.us.identity.konghq.com/auth"
"us","student-31-cp","5315e80b-a34e-4009-8a7d-8cd53a4d1448","https://b696a85497.us.serverless.gateways.konggateway.com","https://8i61nwz3hrskdyz7.us.identity.konghq.com/auth"
"us","student-32-cp","f4a16b33-4f8a-4a89-9c15-52f7c4522117","https://de285b0437.us.serverless.gateways.konggateway.com","https://q3g6i7viary132ax.us.identity.konghq.com/auth"
"us","student-33-cp","c78e64db-2cf6-4601-8fae-d4252fa210b1","https://6293cc5911.us.serverless.gateways.konggateway.com","https://zy9ta2j4nec3znp3.us.identity.konghq.com/auth"
"us","student-34-cp","7e43f47b-ed2e-4a6c-aaec-5f609ffca883","https://d7d862c351.us.serverless.gateways.konggateway.com","https://sj74fysc46dezf8i.us.identity.konghq.com/auth"
"us","student-35-cp","f4da68fa-8459-49ff-a483-8cc9330e8bcc","https://4c03d5dc98.us.serverless.gateways.konggateway.com","https://iuh46g6iqfaigrf8.us.identity.konghq.com/auth"
"us","student-36-cp","331f91bb-71f1-4771-845a-bae3e8b15648","https://25ce17f20d.us.serverless.gateways.konggateway.com","https://iocsk7nu6j7mmhn3.us.identity.konghq.com/auth"
"us","student-37-cp","6f46a3dd-3701-42fd-b626-f06e81815934","https://a7dd4df4d4.us.serverless.gateways.konggateway.com","https://0o68qbrzm2qv8al6.us.identity.konghq.com/auth"
"us","student-38-cp","0e711396-edf3-4da4-ac3c-a90037e82bf4","https://4512a5c9f2.us.serverless.gateways.konggateway.com","https://i6t240svrkhmaufw.us.identity.konghq.com/auth"
"us","student-39-cp","fda83878-be4c-4507-a509-ba8b845652aa","https://d965ebedee.us.serverless.gateways.konggateway.com","https://b6gsbie21optnjp5.us.identity.konghq.com/auth"
"us","student-40-cp","1d4a1460-0648-4e69-9f5a-70d81cc7bf6f","https://5b24938670.us.serverless.gateways.konggateway.com","https://27b96df2ru7xkkdk.us.identity.konghq.com/auth"
"us","student-41-cp","e0c2dd0e-9cc1-4e62-874e-5ac76aa81e13","https://aa12cb7719.us.serverless.gateways.konggateway.com","https://3c1d6t0yk4ily08z.us.identity.konghq.com/auth"
"us","student-42-cp","89ac2bf0-623c-48be-83bc-ad0110ff29ad","https://6b08b54bce.us.serverless.gateways.konggateway.com","https://psl83u32k7jic4ek.us.identity.konghq.com/auth"
"us","student-43-cp","c0ed04fb-dfbe-4ec6-8e3e-6238b0d296da","https://7067b504f6.us.serverless.gateways.konggateway.com","https://w2ox8a28juzkpw1p.us.identity.konghq.com/auth"
